invoice_id,branch,city,customer_type,gender,product_line,unit_price,quantity,tax,total,date,time,payment,cogs,gross_margin_pct,gross_income,rating,customer_id,Year,Month,Month_Name,Quarter,Weekday,age,annual_income,social_class
849-15-1481,A,Mandalay,Normal,Male,Sports and travel,180,5,0.05,945.0,2023-12-15,13:48:00,Ewallet,900,15.045,45.0,6.2,CUST-0239,2023,12,Dec,4,Friday,61,124414,Middle
787-56-5767,B,Yangon,Member,Female,Sports and travel,180,5,0.05,945.0,2023-12-18,21:46:00,Ewallet,900,15.045,45.0,6.9,CUST-0252,2023,12,Dec,4,Monday,67,67756,Middle
868-23-1499,C,Mandalay,Normal,Female,Electronic accessories,30,2,0.05,63.0,2023-12-18,15:12:00,Ewallet,60,12.423,3.0,4.3,CUST-0278,2023,12,Dec,4,Monday,43,44014,Lower
264-80-3653,B,Yangon,Normal,Female,Electronic accessories,30,8,0.05,252.0,2023-12-19,21:48:00,Credit card,240,12.423,12.0,4.3,CUST-0486,2023,12,Dec,4,Tuesday,42,92120,Middle
504-28-9611,A,Naypyitaw,Normal,Male,Fashion accessories,120,6,0.05,756.0,2023-12-19,15:54:00,Ewallet,720,18.089,36.0,8.9,CUST-0730,2023,12,Dec,4,Tuesday,24,46993,Lower
946-28-2451,B,Yangon,Normal,Female,Health and beauty,90,1,0.05,94.5,2023-12-19,17:59:00,Ewallet,90,12.065,4.5,8.6,CUST-0535,2023,12,Dec,4,Tuesday,63,117388,Middle
601-95-8062,B,Mandalay,Normal,Male,Fashion accessories,120,3,0.05,378.0,2023-12-20,15:35:00,Cash,360,18.089,18.0,6.9,CUST-0607,2023,12,Dec,4,Wednesday,24,90406,Middle
222-19-2833,A,Naypyitaw,Member,Female,Food and beverages,15,10,0.05,157.5,2023-12-21,21:34:00,Cash,150,2.064,7.5,7.4,CUST-0323,2023,12,Dec,4,Thursday,18,74897,Middle
541-25-9398,A,Naypyitaw,Member,Male,Food and beverages,15,1,0.05,15.75,2023-12-21,12:54:00,Credit card,15,2.064,0.75,9.8,CUST-0898,2023,12,Dec,4,Thursday,34,124873,Middle
996-91-8634,B,Mandalay,Member,Male,Sports and travel,180,5,0.05,945.0,2023-12-21,20:14:00,Ewallet,900,15.045,45.0,9.3,CUST-0683,2023,12,Dec,4,Thursday,66,132756,Upper
488-48-9961,C,Yangon,Member,Female,Health and beauty,90,5,0.05,472.5,2023-12-24,16:57:00,Cash,450,12.065,22.5,8.4,CUST-0293,2023,12,Dec,4,Sunday,49,47020,Lower
574-80-6878,C,Mandalay,Normal,Male,Fashion accessories,120,4,0.05,504.0,2023-12-24,20:16:00,Credit card,480,18.089,24.0,6.8,CUST-0390,2023,12,Dec,4,Sunday,33,129606,Upper
859-66-7868,C,Naypyitaw,Member,Female,Sports and travel,180,1,0.05,189.0,2023-12-24,10:57:00,Credit card,180,15.045,9.0,8.8,CUST-0358,2023,12,Dec,4,Sunday,60,19446,Lower
147-49-4675,B,Naypyitaw,Member,Male,Electronic accessories,30,3,0.05,94.5,2023-12-25,12:23:00,Credit card,90,12.423,4.5,6.2,CUST-0905,2023,12,Dec,4,Monday,22,133584,Upper
616-17-6987,C,Mandalay,Member,Female,Electronic accessories,30,10,0.05,315.0,2023-12-25,10:40:00,Credit card,300,12.423,15.0,8.4,CUST-0831,2023,12,Dec,4,Monday,21,65568,Middle
186-72-5049,C,Naypyitaw,Normal,Female,Health and beauty,90,10,0.05,945.0,2023-12-26,16:09:00,Cash,900,12.065,45.0,4.1,CUST-0660,2023,12,Dec,4,Tuesday,32,74237,Middle
456-14-5640,C,Mandalay,Member,Female,Health and beauty,90,2,0.05,189.0,2023-12-28,21:09:00,Ewallet,180,12.065,9.0,5.0,CUST-0968,2023,12,Dec,4,Thursday,22,24472,Lower
621-65-8579,A,Mandalay,Normal,Female,Health and beauty,90,6,0.05,567.0,2023-12-28,20:23:00,Ewallet,540,12.065,27.0,6.3,CUST-0261,2023,12,Dec,4,Thursday,55,119763,Middle
862-79-7340,A,Naypyitaw,Member,Male,Fashion accessories,120,8,0.05,1008.0,2023-12-28,15:45:00,Ewallet,960,18.089,48.0,6.3,CUST-0825,2023,12,Dec,4,Thursday,51,40433,Lower
170-73-9416,B,Naypyitaw,Normal,Male,Health and beauty,90,4,0.05,378.0,2024-01-02,17:05:00,Cash,360,12.065,18.0,7.3,CUST-0888,2024,1,Jan,1,Tuesday,65,112896,Middle
171-59-2691,A,Yangon,Member,Male,Food and beverages,15,8,0.05,126.0,2024-01-02,19:43:00,Ewallet,120,2.064,6.0,6.4,CUST-0226,2024,1,Jan,1,Tuesday,66,98736,Middle
452-13-3264,B,Yangon,Member,Female,Sports and travel,180,3,0.05,567.0,2024-01-02,21:04:00,Ewallet,540,15.045,27.0,4.8,CUST-0049,2024,1,Jan,1,Tuesday,25,25897,Lower
831-37-4397,A,Naypyitaw,Normal,Female,Sports and travel,180,7,0.05,1323.0,2024-01-02,20:21:00,Credit card,1260,15.045,63.0,4.7,CUST-0324,2024,1,Jan,1,Tuesday,68,99608,Middle
556-62-4481,A,Yangon,Member,Female,Health and beauty,90,2,0.05,189.0,2024-01-04,19:24:00,Credit card,180,12.065,9.0,8.5,CUST-0358,2024,1,Jan,1,Thursday,60,19446,Lower
118-14-8182,A,Mandalay,Member,Male,Fashion accessories,120,5,0.05,630.0,2024-01-05,12:45:00,Cash,600,18.089,30.0,8.3,CUST-0035,2024,1,Jan,1,Friday,64,47884,Lower
334-53-1772,C,Naypyitaw,Normal,Female,Food and beverages,15,6,0.05,94.5,2024-01-05,17:37:00,Credit card,90,2.064,4.5,6.1,CUST-0261,2024,1,Jan,1,Friday,55,119763,Middle
341-17-6983,B,Mandalay,Member,Male,Food and beverages,15,3,0.05,47.25,2024-01-05,10:58:00,Ewallet,45,2.064,2.25,9.0,CUST-0561,2024,1,Jan,1,Friday,62,42351,Lower
357-70-2734,B,Yangon,Normal,Male,Sports and travel,180,10,0.05,1890.0,2024-01-05,11:05:00,Credit card,1800,15.045,90.0,7.6,CUST-0207,2024,1,Jan,1,Friday,23,112794,Middle
427-51-1320,A,Naypyitaw,Normal,Female,Food and beverages,15,2,0.05,31.5,2024-01-05,18:57:00,Credit card,30,2.064,1.5,4.9,CUST-0779,2024,1,Jan,1,Friday,31,19925,Lower
383-23-6677,C,Mandalay,Member,Female,Sports and travel,180,1,0.05,189.0,2024-01-06,16:15:00,Ewallet,180,15.045,9.0,5.6,CUST-0976,2024,1,Jan,1,Saturday,48,70891,Middle
400-15-8950,A,Naypyitaw,Member,Male,Home and lifestyle,200,1,0.05,210.0,2024-01-06,20:34:00,Ewallet,200,6.014,10.0,9.8,CUST-0770,2024,1,Jan,1,Saturday,41,106779,Middle
770-22-5765,A,Yangon,Member,Male,Sports and travel,180,9,0.05,1701.0,2024-01-06,17:14:00,Credit card,1620,15.045,81.0,4.5,CUST-0250,2024,1,Jan,1,Saturday,22,18682,Lower
410-26-7971,B,Naypyitaw,Normal,Female,Home and lifestyle,200,8,0.05,1680.0,2024-01-08,21:38:00,Credit card,1600,6.014,80.0,9.0,CUST-0221,2024,1,Jan,1,Monday,41,102634,Middle
947-64-9198,A,Mandalay,Normal,Female,Fashion accessories,120,1,0.05,126.0,2024-01-08,16:57:00,Cash,120,18.089,6.0,6.0,CUST-0422,2024,1,Jan,1,Monday,56,137710,Upper
456-71-7085,B,Mandalay,Normal,Male,Sports and travel,180,9,0.05,1701.0,2024-01-09,16:12:00,Credit card,1620,15.045,81.0,4.6,CUST-0130,2024,1,Jan,1,Tuesday,19,119138,Middle
939-95-5782,B,Mandalay,Member,Female,Electronic accessories,30,5,0.05,157.5,2024-01-09,17:47:00,Ewallet,150,12.423,7.5,6.0,CUST-0939,2024,1,Jan,1,Tuesday,62,24450,Lower
900-77-1764,B,Mandalay,Normal,Female,Fashion accessories,120,9,0.05,1134.0,2024-01-10,19:40:00,Credit card,1080,18.089,54.0,5.3,CUST-0170,2024,1,Jan,1,Wednesday,64,71777,Middle
235-93-6817,A,Yangon,Normal,Male,Sports and travel,180,8,0.05,1512.0,2024-01-11,10:00:00,Cash,1440,15.045,72.0,8.4,CUST-0494,2024,1,Jan,1,Thursday,66,35562,Lower
728-56-6036,B,Yangon,Member,Female,Sports and travel,180,3,0.05,567.0,2024-01-12,10:37:00,Cash,540,15.045,27.0,7.2,CUST-0966,2024,1,Jan,1,Friday,47,128221,Upper
896-72-9650,B,Yangon,Normal,Female,Fashion accessories,120,7,0.05,882.0,2024-01-12,17:51:00,Credit card,840,18.089,42.0,8.4,CUST-0616,2024,1,Jan,1,Friday,25,83153,Middle
193-41-7706,A,Yangon,Member,Male,Home and lifestyle,200,6,0.05,1260.0,2024-01-13,14:03:00,Ewallet,1200,6.014,60.0,7.5,CUST-0678,2024,1,Jan,1,Saturday,54,104723,Middle
481-64-7499,A,Mandalay,Normal,Female,Electronic accessories,30,5,0.05,157.5,2024-01-13,19:38:00,Credit card,150,12.423,7.5,9.9,CUST-0844,2024,1,Jan,1,Saturday,32,81822,Middle
878-27-1830,A,Yangon,Member,Female,Electronic accessories,30,1,0.05,31.5,2024-01-14,11:54:00,Cash,30,12.423,1.5,5.5,CUST-0106,2024,1,Jan,1,Sunday,29,50689,Lower
378-57-4177,B,Naypyitaw,Normal,Female,Home and lifestyle,200,2,0.05,420.0,2024-01-15,17:11:00,Ewallet,400,6.014,20.0,4.6,CUST-0295,2024,1,Jan,1,Monday,22,134125,Upper
382-74-9427,B,Mandalay,Normal,Male,Fashion accessories,120,5,0.05,630.0,2024-01-15,18:27:00,Credit card,600,18.089,30.0,6.0,CUST-0622,2024,1,Jan,1,Monday,29,34995,Lower
264-42-3277,B,Mandalay,Normal,Male,Electronic accessories,30,7,0.05,220.5,2024-01-16,18:52:00,Cash,210,12.423,10.5,7.2,CUST-0107,2024,1,Jan,1,Tuesday,28,145013,Upper
539-41-5184,B,Mandalay,Member,Female,Home and lifestyle,200,3,0.05,630.0,2024-01-16,18:30:00,Ewallet,600,6.014,30.0,4.4,CUST-0800,2024,1,Jan,1,Tuesday,33,46859,Lower
738-79-1536,A,Mandalay,Member,Female,Food and beverages,15,3,0.05,47.25,2024-01-17,10:51:00,Credit card,45,2.064,2.25,5.9,CUST-0961,2024,1,Jan,1,Wednesday,62,130771,Upper
343-12-4780,C,Mandalay,Normal,Female,Sports and travel,180,9,0.05,1701.0,2024-01-18,20:35:00,Credit card,1620,15.045,81.0,5.6,CUST-0304,2024,1,Jan,1,Thursday,31,122948,Middle
205-56-1652,A,Naypyitaw,Normal,Male,Health and beauty,90,5,0.05,472.5,2024-01-19,13:30:00,Cash,450,12.065,22.5,4.7,CUST-0088,2024,1,Jan,1,Friday,22,16167,Lower
942-51-1270,B,Naypyitaw,Member,Male,Sports and travel,180,6,0.05,1134.0,2024-01-19,19:38:00,Cash,1080,15.045,54.0,7.9,CUST-0093,2024,1,Jan,1,Friday,52,34854,Lower
261-90-4151,A,Naypyitaw,Member,Female,Fashion accessories,120,7,0.05,882.0,2024-01-20,15:53:00,Cash,840,18.089,42.0,6.4,CUST-0624,2024,1,Jan,1,Saturday,62,15185,Lower
688-60-9027,B,Mandalay,Member,Female,Home and lifestyle,200,1,0.05,210.0,2024-01-20,17:50:00,Ewallet,200,6.014,10.0,5.5,CUST-0755,2024,1,Jan,1,Saturday,45,15259,Lower
975-39-1885,B,Yangon,Normal,Male,Sports and travel,180,3,0.05,567.0,2024-01-21,11:40:00,Cash,540,15.045,27.0,4.5,CUST-0604,2024,1,Jan,1,Sunday,29,99784,Middle
341-73-5998,B,Yangon,Normal,Female,Fashion accessories,120,10,0.05,1260.0,2024-01-22,10:54:00,Credit card,1200,18.089,60.0,7.9,CUST-0352,2024,1,Jan,1,Monday,56,76567,Middle
972-13-9921,A,Yangon,Normal,Male,Food and beverages,15,1,0.05,15.75,2024-01-22,10:24:00,Ewallet,15,2.064,0.75,7.1,CUST-0551,2024,1,Jan,1,Monday,40,112325,Middle
717-62-4362,C,Mandalay,Normal,Male,Health and beauty,90,5,0.05,472.5,2024-01-25,14:32:00,Credit card,450,12.065,22.5,4.5,CUST-0406,2024,1,Jan,1,Thursday,68,82265,Middle
467-99-8409,A,Yangon,Normal,Male,Food and beverages,15,9,0.05,141.75,2024-01-26,18:51:00,Credit card,135,2.064,6.75,7.7,CUST-0672,2024,1,Jan,1,Friday,23,17417,Lower
983-24-4984,C,Naypyitaw,Member,Female,Food and beverages,15,6,0.05,94.5,2024-01-26,16:25:00,Ewallet,90,2.064,4.5,6.7,CUST-0100,2024,1,Jan,1,Friday,28,63412,Middle
301-38-7788,C,Yangon,Member,Female,Food and beverages,15,7,0.05,110.25,2024-01-27,14:43:00,Credit card,105,2.064,5.25,4.5,CUST-0546,2024,1,Jan,1,Saturday,21,37291,Lower
431-41-3066,C,Mandalay,Normal,Male,Fashion accessories,120,4,0.05,504.0,2024-01-27,16:45:00,Ewallet,480,18.089,24.0,5.8,CUST-0910,2024,1,Jan,1,Saturday,56,100049,Middle
450-67-9595,A,Yangon,Member,Female,Electronic accessories,30,6,0.05,189.0,2024-01-27,11:24:00,Credit card,180,12.423,9.0,4.4,CUST-0084,2024,1,Jan,1,Saturday,40,76192,Middle
482-71-3268,A,Mandalay,Normal,Male,Electronic accessories,30,9,0.05,283.5,2024-01-28,10:46:00,Credit card,270,12.423,13.5,8.8,CUST-0173,2024,1,Jan,1,Sunday,23,138585,Upper
857-93-3673,B,Mandalay,Normal,Male,Fashion accessories,120,7,0.05,882.0,2024-01-28,18:13:00,Credit card,840,18.089,42.0,9.1,CUST-0423,2024,1,Jan,1,Sunday,47,40032,Lower
848-64-8240,B,Yangon,Member,Male,Food and beverages,15,8,0.05,126.0,2024-02-01,10:16:00,Credit card,120,2.064,6.0,9.7,CUST-0699,2024,2,Feb,1,Thursday,38,89130,Middle
211-19-6917,B,Naypyitaw,Member,Male,Health and beauty,90,2,0.05,189.0,2024-02-02,19:26:00,Cash,180,12.065,9.0,7.3,CUST-0229,2024,2,Feb,1,Friday,66,131124,Upper
909-44-5574,B,Yangon,Member,Male,Health and beauty,90,6,0.05,567.0,2024-02-02,17:00:00,Cash,540,12.065,27.0,6.1,CUST-0710,2024,2,Feb,1,Friday,59,36805,Lower
678-77-5684,B,Naypyitaw,Normal,Male,Sports and travel,180,1,0.05,189.0,2024-02-03,14:01:00,Credit card,180,15.045,9.0,5.6,CUST-0595,2024,2,Feb,1,Saturday,22,19018,Lower
841-95-1784,C,Naypyitaw,Normal,Female,Health and beauty,90,1,0.05,94.5,2024-02-04,18:10:00,Credit card,90,12.065,4.5,5.3,CUST-0762,2024,2,Feb,1,Sunday,41,128167,Upper
888-13-9790,A,Mandalay,Member,Male,Home and lifestyle,200,4,0.05,840.0,2024-02-04,15:09:00,Cash,800,6.014,40.0,7.6,CUST-0989,2024,2,Feb,1,Sunday,44,49084,Lower
395-20-5673,A,Yangon,Normal,Male,Home and lifestyle,200,4,0.05,840.0,2024-02-06,17:27:00,Credit card,800,6.014,40.0,5.0,CUST-0390,2024,2,Feb,1,Tuesday,33,129606,Upper
945-66-1960,B,Mandalay,Normal,Male,Sports and travel,180,8,0.05,1512.0,2024-02-07,17:59:00,Credit card,1440,15.045,72.0,7.3,CUST-0973,2024,2,Feb,1,Wednesday,25,58802,Middle
965-38-1756,C,Mandalay,Member,Male,Sports and travel,180,4,0.05,756.0,2024-02-07,16:25:00,Credit card,720,15.045,36.0,5.5,CUST-0737,2024,2,Feb,1,Wednesday,59,28316,Lower
578-26-7959,A,Yangon,Normal,Female,Home and lifestyle,200,10,0.05,2100.0,2024-02-08,19:18:00,Cash,2000,6.014,100.0,9.7,CUST-0056,2024,2,Feb,1,Thursday,60,121889,Middle
182-61-5501,A,Mandalay,Member,Male,Electronic accessories,30,4,0.05,126.0,2024-02-09,15:24:00,Credit card,120,12.423,6.0,4.4,CUST-0303,2024,2,Feb,1,Friday,54,17883,Lower
517-14-6082,C,Naypyitaw,Member,Female,Sports and travel,180,9,0.05,1701.0,2024-02-09,17:32:00,Cash,1620,15.045,81.0,9.4,CUST-0644,2024,2,Feb,1,Friday,21,91066,Middle
658-72-9739,C,Mandalay,Member,Male,Health and beauty,90,1,0.05,94.5,2024-02-10,12:12:00,Credit card,90,12.065,4.5,8.9,CUST-0933,2024,2,Feb,1,Saturday,45,62252,Middle
243-96-5861,A,Mandalay,Member,Male,Health and beauty,90,7,0.05,661.5,2024-02-11,14:43:00,Ewallet,630,12.065,31.5,7.6,CUST-0977,2024,2,Feb,1,Sunday,64,39074,Lower
286-79-1672,B,Naypyitaw,Member,Male,Health and beauty,90,1,0.05,94.5,2024-02-11,17:35:00,Credit card,90,12.065,4.5,6.6,CUST-0875,2024,2,Feb,1,Sunday,51,86012,Middle
649-88-7461,A,Mandalay,Normal,Female,Fashion accessories,120,2,0.05,252.0,2024-02-11,21:38:00,Cash,240,18.089,12.0,4.4,CUST-0700,2024,2,Feb,1,Sunday,60,97506,Middle
236-49-1958,B,Naypyitaw,Normal,Female,Home and lifestyle,200,1,0.05,210.0,2024-02-13,19:02:00,Credit card,200,6.014,10.0,4.0,CUST-0276,2024,2,Feb,1,Tuesday,42,76537,Middle
542-94-8430,B,Mandalay,Member,Female,Home and lifestyle,200,1,0.05,210.0,2024-02-13,17:04:00,Cash,200,6.014,10.0,6.9,CUST-0024,2024,2,Feb,1,Tuesday,58,144546,Upper
650-19-1199,C,Yangon,Normal,Male,Electronic accessories,30,5,0.05,157.5,2024-02-13,12:24:00,Ewallet,150,12.423,7.5,7.6,CUST-0686,2024,2,Feb,1,Tuesday,19,73240,Middle
893-43-7692,C,Naypyitaw,Member,Female,Electronic accessories,30,4,0.05,126.0,2024-02-13,20:10:00,Cash,120,12.423,6.0,6.6,CUST-0341,2024,2,Feb,1,Tuesday,22,69748,Middle
873-42-1532,B,Naypyitaw,Member,Female,Sports and travel,180,1,0.05,189.0,2024-02-14,18:29:00,Ewallet,180,15.045,9.0,8.2,CUST-0594,2024,2,Feb,1,Wednesday,67,119073,Middle
459-81-6392,A,Mandalay,Member,Male,Home and lifestyle,200,1,0.05,210.0,2024-02-15,16:51:00,Credit card,200,6.014,10.0,8.8,CUST-0244,2024,2,Feb,1,Thursday,22,93638,Middle
586-77-7651,C,Mandalay,Member,Female,Food and beverages,15,1,0.05,15.75,2024-02-16,11:10:00,Cash,15,2.064,0.75,8.3,CUST-0091,2024,2,Feb,1,Friday,34,141559,Upper
983-34-4260,B,Yangon,Member,Female,Home and lifestyle,200,9,0.05,1890.0,2024-02-16,21:02:00,Ewallet,1800,6.014,90.0,6.5,CUST-0041,2024,2,Feb,1,Friday,27,136526,Upper
141-55-5538,C,Naypyitaw,Member,Female,Food and beverages,15,4,0.05,63.0,2024-02-17,16:16:00,Ewallet,60,2.064,3.0,9.9,CUST-0751,2024,2,Feb,1,Saturday,21,30487,Lower
368-95-6590,C,Naypyitaw,Normal,Male,Electronic accessories,30,1,0.05,31.5,2024-02-17,17:42:00,Ewallet,30,12.423,1.5,9.6,CUST-0464,2024,2,Feb,1,Saturday,39,52783,Middle
300-21-5328,C,Mandalay,Normal,Male,Health and beauty,90,5,0.05,472.5,2024-02-18,13:47:00,Ewallet,450,12.065,22.5,4.2,CUST-0716,2024,2,Feb,1,Sunday,32,27161,Lower
326-92-4993,A,Mandalay,Member,Female,Sports and travel,180,8,0.05,1512.0,2024-02-18,15:39:00,Credit card,1440,15.045,72.0,5.7,CUST-0806,2024,2,Feb,1,Sunday,35,64636,Middle
587-22-9228,A,Mandalay,Normal,Female,Sports and travel,180,8,0.05,1512.0,2024-02-18,16:34:00,Ewallet,1440,15.045,72.0,5.3,CUST-0978,2024,2,Feb,1,Sunday,26,23579,Lower
672-26-6380,C,Yangon,Member,Male,Sports and travel,180,10,0.05,1890.0,2024-02-19,14:06:00,Ewallet,1800,15.045,90.0,9.4,CUST-0296,2024,2,Feb,1,Monday,39,78968,Middle
161-76-4191,C,Mandalay,Member,Male,Health and beauty,90,5,0.05,472.5,2024-02-20,19:15:00,Credit card,450,12.065,22.5,5.1,CUST-0630,2024,2,Feb,1,Tuesday,21,82201,Middle
397-60-8568,A,Naypyitaw,Normal,Male,Fashion accessories,120,6,0.05,756.0,2024-02-20,15:25:00,Credit card,720,18.089,36.0,4.7,CUST-0646,2024,2,Feb,1,Tuesday,43,19503,Lower
972-22-4920,C,Naypyitaw,Member,Female,Home and lifestyle,200,5,0.05,1050.0,2024-02-20,12:44:00,Credit card,1000,6.014,50.0,4.0,CUST-0397,2024,2,Feb,1,Tuesday,28,119187,Middle
831-74-6154,C,Naypyitaw,Normal,Female,Health and beauty,90,6,0.05,567.0,2024-02-22,18:28:00,Credit card,540,12.065,27.0,4.2,CUST-0427,2024,2,Feb,1,Thursday,43,141827,Upper
261-90-1758,B,Yangon,Normal,Female,Health and beauty,90,5,0.05,472.5,2024-02-23,17:59:00,Cash,450,12.065,22.5,4.6,CUST-0584,2024,2,Feb,1,Friday,34,133942,Upper
283-71-3958,A,Naypyitaw,Normal,Female,Food and beverages,15,10,0.05,157.5,2024-02-23,14:24:00,Credit card,150,2.064,7.5,5.3,CUST-0792,2024,2,Feb,1,Friday,59,111796,Middle
608-98-1290,B,Mandalay,Member,Female,Home and lifestyle,200,5,0.05,1050.0,2024-02-23,14:17:00,Cash,1000,6.014,50.0,8.1,CUST-0176,2024,2,Feb,1,Friday,58,33400,Lower
848-34-7003,A,Naypyitaw,Member,Male,Food and beverages,15,5,0.05,78.75,2024-02-23,21:09:00,Cash,75,2.064,3.75,6.3,CUST-0572,2024,2,Feb,1,Friday,30,15665,Lower
366-70-1858,B,Yangon,Member,Male,Sports and travel,180,3,0.05,567.0,2024-02-24,17:59:00,Credit card,540,15.045,27.0,8.6,CUST-0072,2024,2,Feb,1,Saturday,30,102796,Middle
395-73-8925,A,Mandalay,Member,Female,Home and lifestyle,200,2,0.05,420.0,2024-02-24,12:09:00,Credit card,400,6.014,20.0,8.8,CUST-0208,2024,2,Feb,1,Saturday,39,101739,Middle
809-10-3868,B,Naypyitaw,Member,Male,Food and beverages,15,1,0.05,15.75,2024-02-26,10:31:00,Credit card,15,2.064,0.75,9.9,CUST-0856,2024,2,Feb,1,Monday,63,72688,Middle
938-12-8776,C,Mandalay,Normal,Female,Sports and travel,180,3,0.05,567.0,2024-02-26,18:22:00,Ewallet,540,15.045,27.0,4.8,CUST-0692,2024,2,Feb,1,Monday,62,62214,Middle
263-74-2956,B,Mandalay,Member,Male,Food and beverages,15,8,0.05,126.0,2024-02-27,11:04:00,Cash,120,2.064,6.0,5.9,CUST-0843,2024,2,Feb,1,Tuesday,24,71755,Middle
271-16-5733,A,Mandalay,Member,Male,Home and lifestyle,200,1,0.05,210.0,2024-02-27,10:57:00,Cash,200,6.014,10.0,7.9,CUST-0194,2024,2,Feb,1,Tuesday,36,91494,Middle
347-95-3509,C,Yangon,Member,Female,Electronic accessories,30,6,0.05,189.0,2024-02-27,18:07:00,Ewallet,180,12.423,9.0,9.5,CUST-0347,2024,2,Feb,1,Tuesday,58,73221,Middle
960-52-7949,A,Naypyitaw,Member,Male,Health and beauty,90,7,0.05,661.5,2024-02-27,13:55:00,Ewallet,630,12.065,31.5,4.5,CUST-0228,2024,2,Feb,1,Tuesday,30,131499,Upper
858-94-4415,A,Mandalay,Normal,Male,Food and beverages,15,4,0.05,63.0,2024-02-28,16:25:00,Cash,60,2.064,3.0,4.8,CUST-0372,2024,2,Feb,1,Wednesday,19,61605,Middle
692-63-9065,B,Naypyitaw,Member,Male,Food and beverages,15,5,0.05,78.75,2024-03-01,12:03:00,Cash,75,2.064,3.75,4.6,CUST-0488,2024,3,Mar,1,Friday,68,56663,Middle
415-18-9671,A,Naypyitaw,Member,Female,Health and beauty,90,7,0.05,661.5,2024-03-02,19:06:00,Credit card,630,12.065,31.5,6.7,CUST-0728,2024,3,Mar,1,Saturday,67,53354,Middle
755-80-5837,A,Yangon,Member,Female,Electronic accessories,30,10,0.05,315.0,2024-03-03,21:30:00,Ewallet,300,12.423,15.0,4.5,CUST-0958,2024,3,Mar,1,Sunday,30,100486,Middle
941-95-1255,C,Naypyitaw,Normal,Female,Sports and travel,180,2,0.05,378.0,2024-03-04,12:27:00,Credit card,360,15.045,18.0,6.8,CUST-0184,2024,3,Mar,1,Monday,46,45833,Lower
648-17-5567,C,Mandalay,Member,Female,Health and beauty,90,3,0.05,283.5,2024-03-05,19:33:00,Cash,270,12.065,13.5,5.3,CUST-0238,2024,3,Mar,1,Tuesday,54,44688,Lower
804-76-9190,C,Mandalay,Member,Male,Electronic accessories,30,4,0.05,126.0,2024-03-05,13:45:00,Credit card,120,12.423,6.0,6.7,CUST-0676,2024,3,Mar,1,Tuesday,35,33271,Lower
913-32-8099,B,Naypyitaw,Normal,Female,Sports and travel,180,6,0.05,1134.0,2024-03-05,21:59:00,Cash,1080,15.045,54.0,4.0,CUST-0441,2024,3,Mar,1,Tuesday,46,89104,Middle
153-45-6789,A,Yangon,Normal,Male,Health and beauty,90,3,0.05,283.5,2024-03-06,18:56:00,Ewallet,270,12.065,13.5,8.6,CUST-0904,2024,3,Mar,1,Wednesday,23,82412,Middle
399-35-7122,A,Yangon,Member,Female,Fashion accessories,120,8,0.05,1008.0,2024-03-06,18:20:00,Credit card,960,18.089,48.0,6.6,CUST-0415,2024,3,Mar,1,Wednesday,44,69111,Middle
558-42-4632,C,Yangon,Member,Female,Electronic accessories,30,1,0.05,31.5,2024-03-06,16:32:00,Ewallet,30,12.423,1.5,9.7,CUST-0449,2024,3,Mar,1,Wednesday,46,31771,Lower
533-37-9857,B,Naypyitaw,Member,Male,Home and lifestyle,200,5,0.05,1050.0,2024-03-07,17:48:00,Cash,1000,6.014,50.0,5.0,CUST-0673,2024,3,Mar,1,Thursday,66,60017,Middle
705-23-8658,B,Naypyitaw,Member,Female,Home and lifestyle,200,10,0.05,2100.0,2024-03-07,20:11:00,Credit card,2000,6.014,100.0,9.8,CUST-0707,2024,3,Mar,1,Thursday,61,133460,Upper
880-99-9792,A,Naypyitaw,Normal,Male,Health and beauty,90,8,0.05,756.0,2024-03-07,12:35:00,Credit card,720,12.065,36.0,4.2,CUST-0842,2024,3,Mar,1,Thursday,56,61980,Middle
933-86-8450,C,Mandalay,Member,Male,Fashion accessories,120,5,0.05,630.0,2024-03-07,11:01:00,Ewallet,600,18.089,30.0,7.9,CUST-0527,2024,3,Mar,1,Thursday,66,102210,Middle
601-18-9550,A,Naypyitaw,Member,Female,Fashion accessories,120,4,0.05,504.0,2024-03-10,19:52:00,Credit card,480,18.089,24.0,9.1,CUST-0927,2024,3,Mar,1,Sunday,66,119658,Middle
646-74-4893,B,Naypyitaw,Normal,Male,Food and beverages,15,4,0.05,63.0,2024-03-10,21:07:00,Ewallet,60,2.064,3.0,6.2,CUST-0356,2024,3,Mar,1,Sunday,60,73540,Middle
694-49-2048,B,Mandalay,Normal,Female,Home and lifestyle,200,4,0.05,840.0,2024-03-10,19:31:00,Credit card,800,6.014,40.0,8.0,CUST-0477,2024,3,Mar,1,Sunday,59,114052,Middle
400-32-9826,A,Yangon,Member,Male,Health and beauty,90,8,0.05,756.0,2024-03-11,20:45:00,Ewallet,720,12.065,36.0,5.1,CUST-0635,2024,3,Mar,1,Monday,26,87578,Middle
331-42-6510,A,Mandalay,Member,Female,Health and beauty,90,7,0.05,661.5,2024-03-12,20:14:00,Credit card,630,12.065,31.5,9.8,CUST-0311,2024,3,Mar,1,Tuesday,61,65827,Middle
690-67-9396,A,Naypyitaw,Normal,Female,Fashion accessories,120,8,0.05,1008.0,2024-03-12,16:06:00,Credit card,960,18.089,48.0,8.3,CUST-0490,2024,3,Mar,1,Tuesday,31,85257,Middle
